LSB,"(7,4)Hamming Code",PRDHHC,Paper
3.1799130353593323,3.0711496396354754,4.195907176379908,4.232601616067187
3.104279176132116,2.9964772628197105,4.1917659421413385,4.2299559195669225
2.1450065273508274,2.431392120629667,4.107279091611881,4.1429078145726805
2.7989762558702074,3.0345056441940335,4.369392050856937,4.4149790965027655
2.9922376475422507,3.057383954345301,4.375167125120982,4.415502940368373
3.1198406233175566,3.1549635441965815,4.14848073440211,4.189103281989494
3.1455678160617184,3.1518735349789253,4.54221112345507,4.580780501676433
2.2902253605685967,3.23742090107406,4.23177820687825,4.268135932648242
3.003737591592082,3.0974266944444153,3.9945783114157374,4.027878257233575
2.723628023821572,3.29357958811301,4.385085134047421,4.422707482434741
2.314098433928536,3.175450300713491,3.30092362781947,3.3223825516141217
2.1912151261910386,3.0118031516452763,4.514287970785377,4.547909548336992
2.51715116852478,3.2143385571726677,4.2805634160145525,4.306890269430594
1.8500340964852586,2.5007424474796904,4.496148570461324,4.530928225824105
2.21958235035184,3.3094391522921613,3.6555452737605236,3.686164388927658
3.243391466356659,3.1057594359724847,4.425308961852933,4.45804922957292
3.461090053015872,3.2989424396036835,4.186151573347463,4.226204681580359
2.290742841200071,3.2592383997019683,3.759865925501265,3.784906939108168
2.8806721515426426,3.0471483612984507,2.443368996463527,2.482630494203018
2.525125064924933,2.847808926805894,4.6055271962076105,4.640547627593563
1.665019468802527,1.9378116332746838,1.6693430974228642,1.7086594639481472
2.478781758120042,3.3491026567291415,4.10913853382298,4.144047485068928
1.1291365002306044,1.323120550340814,4.418338082078651,4.454877520482988
2.7916185707107513,3.0205103619282223,4.49729392040598,4.529530057370712
2.6782163517115767,3.313118307632367,4.446888591833924,4.4782090525842815
2.3960790698554546,3.2979434008619917,3.88397106705468,3.911345325950262
2.7970103787546554,3.2673146911216158,4.603191055927241,4.639155033518509
2.891113676323343,3.336121542067545,4.351393540334599,4.3879147652826465
2.9345876038957863,3.2435052203561305,4.267367513634302,4.302810395188347
2.9815900122202086,3.2001659328775807,3.9970616906957828,4.042610942159025
2.9320775138969433,2.8766177431655953,2.0296995656700676,2.0868027946354593
1.2914392731150128,1.6048571065761612,4.3460884816560394,4.383319564058251
2.9517581169249034,3.149065815633792,4.091461728314119,4.12213560791276
2.6926126052764827,3.0711872949680057,4.149875528946886,4.178858430142304
3.0617626143883854,3.115131258897195,4.3900837807044955,4.429279936005489
2.581013072816743,3.2632501576941593,4.56989799274944,4.611027834386749
2.292536364859245,3.3265387838065728,4.054066380854457,4.070596270071327
2.6493830306184663,3.201399317505331,4.297354732239276,4.335186991913378
1.8708936409092014,2.881188110881407,3.8824164254639224,3.9184629488172398
3.1722493180219304,3.2976645372467885,4.5267303224247115,4.5530793732830706
2.5625373275446295,2.7529549726414686,3.5980357264607767,3.6028018877318857
2.503527581628072,3.1606061343377236,4.371298355758919,4.41004639587223
2.0254183235937013,3.074159686806981,4.054986829738086,4.084099973312252
2.9180005890868395,3.148322942452996,4.302853045867727,4.34032410947712
2.8529169903683584,3.1962129492832343,4.353404045568281,4.393429105892297
2.050392718646446,3.010479258741521,4.134975584414395,4.167084316589436
2.621611207944248,3.267569883480826,4.407045682106974,4.444678065330733
2.821548436275231,3.1337490222144506,3.93118275452397,3.978040695918652
